modd/00062.jpg,boat,4,0.760287,-8.000000,210.000000,101.000000,357.000000
modd/00063.jpg,boat,4,0.824274,-7.000000,198.000000,115.000000,343.000000
modd/00064.jpg,boat,4,0.877500,-8.000000,202.000000,118.000000,344.000000
modd/00065.jpg,boat,4,0.883846,-8.000000,198.000000,122.000000,342.000000
modd/00066.jpg,boat,4,0.859774,-7.000000,201.000000,125.000000,343.000000
modd/00067.jpg,boat,4,0.919214,-9.000000,198.000000,129.000000,343.000000
modd/00068.jpg,boat,4,0.923749,-7.000000,196.000000,132.000000,346.000000
modd/00069.jpg,boat,4,0.970850,-8.000000,192.000000,135.000000,345.000000
modd/00070.jpg,boat,4,0.956934,-8.000000,180.000000,142.000000,338.000000
modd/00071.jpg,boat,4,0.966911,-10.000000,181.000000,148.000000,339.000000
modd/00072.jpg,boat,4,0.962160,-10.000000,160.000000,152.000000,333.000000
modd/00073.jpg,boat,4,0.926068,-7.000000,160.000000,160.000000,324.000000
modd/00074.jpg,boat,4,0.915258,-8.000000,151.000000,165.000000,318.000000
modd/00075.jpg,boat,4,0.920437,-10.000000,148.000000,168.000000,315.000000
modd/00076.jpg,boat,4,0.886831,-9.000000,146.000000,170.000000,315.000000
modd/00077.jpg,boat,4,0.758846,-10.000000,124.000000,173.000000,313.000000
modd/00078.jpg,boat,4,0.876420,-10.000000,154.000000,168.000000,322.000000
modd/00079.jpg,boat,4,0.856206,-10.000000,155.000000,173.000000,327.000000
modd/00080.jpg,boat,4,0.651223,-23.000000,192.000000,192.000000,351.000000
modd/00080.jpg,boat,4,0.614378,0.000000,142.000000,161.000000,308.000000
modd/00080.jpg,person,15,0.555461,-8.000000,130.000000,105.000000,285.000000
modd/00081.jpg,person,15,0.785289,3.000000,151.000000,138.000000,285.000000
modd/00081.jpg,boat,4,0.740411,-17.000000,205.000000,192.000000,359.000000
modd/00082.jpg,person,15,0.910741,3.000000,140.000000,127.000000,295.000000
modd/00082.jpg,boat,4,0.740772,-19.000000,200.000000,195.000000,355.000000
modd/00083.jpg,person,15,0.970573,6.000000,137.000000,131.000000,293.000000
modd/00083.jpg,boat,4,0.846100,-18.000000,199.000000,196.000000,353.000000
modd/00084.jpg,person,15,0.868944,21.000000,132.000000,131.000000,277.000000
modd/00084.jpg,boat,4,0.668905,-20.000000,188.000000,200.000000,337.000000
modd/00085.jpg,person,15,0.975076,24.000000,111.000000,141.000000,261.000000
modd/00085.jpg,boat,4,0.713021,-17.000000,168.000000,208.000000,330.000000
modd/00086.jpg,person,15,0.959467,37.000000,103.000000,148.000000,244.000000
modd/00086.jpg,boat,4,0.815524,-19.000000,146.000000,207.000000,322.000000
modd/00087.jpg,person,15,0.977647,50.000000,106.000000,163.000000,241.000000
modd/00087.jpg,boat,4,0.793030,-18.000000,140.000000,210.000000,316.000000
modd/00088.jpg,person,15,0.972424,39.000000,99.000000,137.000000,233.000000
modd/00088.jpg,boat,4,0.959940,-27.000000,147.000000,219.000000,317.000000
modd/00089.jpg,boat,4,0.982419,-24.000000,141.000000,224.000000,310.000000
modd/00089.jpg,person,15,0.972266,61.000000,96.000000,172.000000,230.000000
modd/00090.jpg,boat,4,0.973244,-17.000000,140.000000,224.000000,317.000000
modd/00090.jpg,person,15,0.951962,62.000000,105.000000,162.000000,233.000000
modd/00091.jpg,boat,4,0.983039,-18.000000,151.000000,231.000000,325.000000
modd/00091.jpg,person,15,0.976514,66.000000,113.000000,165.000000,246.000000
modd/00092.jpg,person,15,0.991309,67.000000,119.000000,168.000000,249.000000
modd/00092.jpg,boat,4,0.981005,-17.000000,153.000000,231.000000,327.000000
modd/00093.jpg,person,15,0.971145,67.000000,136.000000,167.000000,266.000000
modd/00093.jpg,boat,4,0.967006,-19.000000,177.000000,232.000000,346.000000
modd/00094.jpg,person,15,0.989297,66.000000,141.000000,168.000000,274.000000
modd/00094.jpg,boat,4,0.979836,-17.000000,180.000000,226.000000,348.000000
modd/00095.jpg,person,15,0.977822,63.000000,154.000000,166.000000,276.000000
modd/00095.jpg,boat,4,0.863648,-18.000000,179.000000,221.000000,342.000000
modd/00095.jpg,person,15,0.611403,-7.000000,132.000000,91.000000,288.000000
modd/00096.jpg,person,15,0.996160,68.000000,139.000000,170.000000,259.000000
modd/00096.jpg,boat,4,0.916560,-19.000000,177.000000,225.000000,322.000000
modd/00096.jpg,person,15,0.893322,-14.000000,112.000000,86.000000,275.000000
modd/00097.jpg,person,15,0.987604,76.000000,128.000000,174.000000,248.000000
modd/00097.jpg,person,15,0.912552,-16.000000,106.000000,90.000000,266.000000
modd/00097.jpg,boat,4,0.868885,-20.000000,162.000000,224.000000,305.000000
modd/00098.jpg,person,15,0.982591,-16.000000,96.000000,97.000000,259.000000
modd/00098.jpg,person,15,0.981654,82.000000,120.000000,177.000000,245.000000
modd/00098.jpg,boat,4,0.841443,-20.000000,172.000000,230.000000,300.000000
modd/00099.jpg,person,15,0.984458,-14.000000,102.000000,100.000000,249.000000
modd/00099.jpg,boat,4,0.911458,-13.000000,143.000000,226.000000,296.000000
modd/00099.jpg,person,15,0.846981,93.000000,114.000000,183.000000,233.000000
modd/00100.jpg,person,15,0.984768,92.000000,111.000000,185.000000,231.000000
modd/00100.jpg,person,15,0.981050,-13.000000,98.000000,100.000000,253.000000
modd/00100.jpg,boat,4,0.948968,-17.000000,145.000000,230.000000,291.000000
modd/00101.jpg,person,15,0.987740,-8.000000,96.000000,112.000000,251.000000
modd/00101.jpg,person,15,0.984777,87.000000,110.000000,182.000000,229.000000
